Tue Mar 21 15:37:28 2023:NOTICE:printLogHeader: hector version 2.5.0
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1899
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1900
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1901
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1902
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1903
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1904
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1905
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1906
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1907
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1908
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1909
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1910
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1911
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1912
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1913
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1914
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1915
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1916
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1917
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1918
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1919
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1920
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1921
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1922
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1923
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1924
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1925
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1926
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1927
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1928
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1929
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1930
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1931
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1932
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1933
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1934
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1935
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1936
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1937
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1938
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1939
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1940
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1941
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1942
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1943
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1944
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1945
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1946
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1947
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1948
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1949
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1950
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1951
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1952
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1953
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1954
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1955
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1956
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1957
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1958
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1959
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1960
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1961
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1962
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1963
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1964
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1965
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1966
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1967
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1968
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1969
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1970
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1971
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1972
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1973
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1974
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1975
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1976
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1977
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1978
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1979
Tue Mar 21 15:37:31 2023:DEBUG:run: SLR run 1980
Tue Mar 21 15:37:31 2023:DEBUG:run: Computing reference temperature
Tue Mar 21 15:37:31 2023:DEBUG:run: Computed reference temperature 0.202159 (1951-1980)
Tue Mar 21 15:37:31 2023:DEBUG:compute_slr: 1746 T=-0.202159 degC dTdt=0 dHdt=0.116391 cm/yr slr=0.116391 cm
Tue Mar 21 15:37:31 2023:DEBUG:compute_slr: 1746 T=-0.202159 degC Dtdt=0 DHdt_no_ice=0.0138273 cm/yr slr_no_ice=0.0138273 cm
Tue Mar 21 15:37:31 2023:DEBUG:compute_slr: 1747 T=-0.202159 degC dTdt=0 dHdt=0.116391 cm/yr slr=0.232782 cm
Tue Mar 21 15:37:31 2023:DEBUG:compute_slr: 1747 T=-0.202159 degC Dtdt=0 DHdt_no_ice=0.0138273 cm/yr slr_no_ice=0.0276545 cm
Tue Mar 21 15:37:31 2023:DEBUG:compute_slr: 1748 T=-0.202159 degC dTdt=0 dHdt=0.116391 cm/yr slr=0.349172 cm
Tue Mar 21 15:37:31 2023:DEBUG:compute_slr: 1748 T=-0.202159 degC Dtdt=0 DHdt_no_ice=0.0138273 cm/yr slr_no_ice=0.0414818 cm
Tue Mar 21 15:37:31 2023:DEBUG:compute_slr: 1749 T=-0.202159 degC dTdt=0 dHdt=0.116391 cm/yr slr=0.465563 cm
Tue Mar 21 15:37:31 2023:DEBUG:compute_slr: 1749 T=-0.202159 degC Dtdt=0 DHdt_no_ice=0.0138273 cm/yr slr_no_ice=0.055309 cm
Tue Mar 21 15:37:31 2023:DEBUG:compute_slr: 1750 T=-0.202159 degC dTdt=0.000169754 dHdt=0.115559 cm/yr slr=0.581122 cm
Tue Mar 21 15:37:31 2023:DEBUG:compute_slr: 1750 T=-0.202159 degC Dtdt=0.000169754 DHdt_no_ice=0.0142516 cm/yr slr_no_ice=0.0695607 cm
Tue Mar 21 15:37:31 2023:DEBUG:compute_slr: 1751 T=-0.20182 degC dTdt=0.000461677 dHdt=0.114319 cm/yr slr=0.695441 cm
Tue Mar 21 15:37:31 2023:DEBUG:compute_slr: 1751 T=-0.20182 degC Dtdt=0.000461677 DHdt_no_ice=0.0150086 cm/yr slr_no_ice=0.0845693 cm
Tue Mar 21 15:37:31 2023:DEBUG:compute_slr: 1752 T=-0.201236 degC dTdt=0.000650919 dHdt=0.113718 cm/yr slr=0.809159 cm
Tue Mar 21 15:37:31 2023:DEBUG:compute_slr: 1752 T=-0.201236 degC Dtdt=0.000650919 DHdt_no_ice=0.0155284 cm/yr slr_no_ice=0.100098 cm
Tue Mar 21 15:37:31 2023:DEBUG:compute_slr: 1753 T=-0.200518 degC dTdt=0.000752877 dHdt=0.113621 cm/yr slr=0.92278 cm
Tue Mar 21 15:37:31 2023:DEBUG:compute_slr: 1753 T=-0.200518 degC Dtdt=0.000752877 DHdt_no_ice=0.0158408 cm/yr slr_no_ice=0.115938 cm
Tue Mar 21 15:37:31 2023:DEBUG:compute_slr: 1754 T=-0.19973 degC dTdt=0.000802775 dHdt=0.113817 cm/yr slr=1.0366 cm
Tue Mar 21 15:37:31 2023:DEBUG:compute_slr: 1754 T=-0.19973 degC Dtdt=0.000802775 DHdt_no_ice=0.0160285 cm/yr slr_no_ice=0.131967 cm
Tue Mar 21 15:37:31 2023:DEBUG:compute_slr: 1755 T=-0.198912 degC dTdt=0.000820065 dHdt=0.114191 cm/yr slr=1.15079 cm
Tue Mar 21 15:37:31 2023:DEBUG:compute_slr: 1755 T=-0.198912 degC Dtdt=0.000820065 DHdt_no_ice=0.0161372 cm/yr slr_no_ice=0.148104 cm
Tue Mar 21 15:37:31 2023:DEBUG:compute_slr: 1756 T=-0.19809 degC dTdt=0.000816286 dHdt=0.11467 cm/yr slr=1.26546 cm
Tue Mar 21 15:37:31 2023:DEBUG:compute_slr: 1756 T=-0.19809 degC Dtdt=0.000816286 DHdt_no_ice=0.0161935 cm/yr slr_no_ice=0.164298 cm
Tue Mar 21 15:37:31 2023:DEBUG:compute_slr: 1757 T=-0.19728 degC dTdt=0.000798726 dHdt=0.11521 cm/yr slr=1.38067 cm
Tue Mar 21 15:37:31 2023:DEBUG:compute_slr: 1757 T=-0.19728 degC Dtdt=0.000798726 DHdt_no_ice=0.0162144 cm/yr slr_no_ice=0.180512 cm
Tue Mar 21 15:37:31 2023:DEBUG:compute_slr: 1758 T=-0.196493 degC dTdt=0.000772255 dHdt=0.11578 cm/yr slr=1.49645 cm
Tue Mar 21 15:37:31 2023:DEBUG:compute_slr: 1758 T=-0.196493 degC Dtdt=0.000772255 DHdt_no_ice=0.0162112 cm/yr slr_no_ice=0.196723 cm
Tue Mar 21 15:37:31 2023:DEBUG:compute_slr: 1759 T=-0.195735 degC dTdt=0.00074021 dHdt=0.116361 cm/yr slr=1.61281 cm
Tue Mar 21 15:37:31 2023:DEBUG:compute_slr: 1759 T=-0.195735 degC Dtdt=0.00074021 DHdt_no_ice=0.0161917 cm/yr slr_no_ice=0.212915 cm
Tue Mar 21 15:37:31 2023:DEBUG:compute_slr: 1760 T=-0.195012 degC dTdt=0.000704866 dHdt=0.116939 cm/yr slr=1.72975 cm
Tue Mar 21 15:37:31 2023:DEBUG:compute_slr: 1760 T=-0.195012 degC Dtdt=0.000704866 DHdt_no_ice=0.0161612 cm/yr slr_no_ice=0.229076 cm
Tue Mar 21 15:37:31 2023:DEBUG:compute_slr: 1761 T=-0.194326 degC dTdt=0.000667753 dHdt=0.117506 cm/yr slr=1.84725 cm
Tue Mar 21 15:37:31 2023:DEBUG:compute_slr: 1761 T=-0.194326 degC Dtdt=0.000667753 DHdt_no_ice=0.0161233 cm/yr slr_no_ice=0.245199 cm
Tue Mar 21 15:37:31 2023:DEBUG:compute_slr: 1762 T=-0.193677 degC dTdt=0.000629926 dHdt=0.118054 cm/yr slr=1.96531 cm
Tue Mar 21 15:37:31 2023:DEBUG:compute_slr: 1762 T=-0.193677 degC Dtdt=0.000629926 DHdt_no_ice=0.0160807 cm/yr slr_no_ice=0.26128 cm
Tue Mar 21 15:37:31 2023:DEBUG:compute_slr: 1763 T=-0.193066 degC dTdt=0.000592148 dHdt=0.118582 cm/yr slr=2.08389 cm
Tue Mar 21 15:37:31 2023:DEBUG:compute_slr: 1763 T=-0.193066 degC Dtdt=0.000592148 DHdt_no_ice=0.0160351 cm/yr slr_no_ice=0.277315 cm
Tue Mar 21 15:37:31 2023:DEBUG:compute_slr: 1764 T=-0.192492 degC dTdt=0.000554965 dHdt=0.119085 cm/yr slr=2.20297 cm
Tue Mar 21 15:37:31 2023:DEBUG:compute_slr: 1764 T=-0.192492 degC Dtdt=0.000554965 DHdt_no_ice=0.015988 cm/yr slr_no_ice=0.293303 cm
Tue Mar 21 15:37:31 2023:DEBUG:compute_slr: 1765 T=-0.191956 degC dTdt=0.00567738 dHdt=0.0942856 cm/yr slr=2.29726 cm
Tue Mar 21 15:37:31 2023:DEBUG:compute_slr: 1765 T=-0.191956 degC Dtdt=0.00567738 DHdt_no_ice=0.028837 cm/yr slr_no_ice=0.32214 cm
Tue Mar 21 15:37:31 2023:DEBUG:compute_slr: 1766 T=-0.181138 degC dTdt=0.014986 dHdt=0.0547317 cm/yr slr=2.35199 cm
Tue Mar 21 15:37:31 2023:DEBUG:compute_slr: 1766 T=-0.181138 degC Dtdt=0.014986 DHdt_no_ice=0.0529739 cm/yr slr_no_ice=0.375114 cm
Tue Mar 21 15:37:31 2023:DEBUG:compute_slr: 1767 T=-0.161984 degC dTdt=0.0154867 dHdt=0.063004 cm/yr slr=2.415 cm
Tue Mar 21 15:37:31 2023:DEBUG:compute_slr: 1767 T=-0.161984 degC Dtdt=0.0154867 DHdt_no_ice=0.0557581 cm/yr slr_no_ice=0.430872 cm
Tue Mar 21 15:37:31 2023:DEBUG:compute_slr: 1768 T=-0.150164 degC dTdt=0.0073042 dHdt=0.109717 cm/yr slr=2.52471 cm
Tue Mar 21 15:37:31 2023:DEBUG:compute_slr: 1768 T=-0.150164 degC Dtdt=0.0073042 DHdt_no_ice=0.0362474 cm/yr slr_no_ice=0.46712 cm
Tue Mar 21 15:37:31 2023:DEBUG:compute_slr: 1769 T=-0.147376 degC dTdt=0.00223928 dHdt=0.136097 cm/yr slr=2.66081 cm
Tue Mar 21 15:37:31 2023:DEBUG:compute_slr: 1769 T=-0.147376 degC Dtdt=0.00223928 DHdt_no_ice=0.0238082 cm/yr slr_no_ice=0.490928 cm
Tue Mar 21 15:37:31 2023:DEBUG:compute_slr: 1770 T=-0.145686 degC dTdt=0.00420038 dHdt=0.127434 cm/yr slr=2.78824 cm
Tue Mar 21 15:37:31 2023:DEBUG:compute_slr: 1770 T=-0.145686 degC Dtdt=0.00420038 DHdt_no_ice=0.0288461 cm/yr slr_no_ice=0.519774 cm
Tue Mar 21 15:37:31 2023:DEBUG:compute_slr: 1771 T=-0.138975 degC dTdt=0.00792811 dHdt=0.112926 cm/yr slr=2.90117 cm
Tue Mar 21 15:37:31 2023:DEBUG:compute_slr: 1771 T=-0.138975 degC Dtdt=0.00792811 DHdt_no_ice=0.0387023 cm/yr slr_no_ice=0.558476 cm
Tue Mar 21 15:37:31 2023:DEBUG:compute_slr: 1772 T=-0.129829 degC dTdt=0.00882512 dHdt=0.113652 cm/yr slr=3.01482 cm
Tue Mar 21 15:37:31 2023:DEBUG:compute_slr: 1772 T=-0.129829 degC Dtdt=0.00882512 DHdt_no_ice=0.0416765 cm/yr slr_no_ice=0.600153 cm
Tue Mar 21 15:37:31 2023:DEBUG:compute_slr: 1773 T=-0.121325 degC dTdt=0.00770154 dHdt=0.123921 cm/yr slr=3.13874 cm
Tue Mar 21 15:37:31 2023:DEBUG:compute_slr: 1773 T=-0.121325 degC Dtdt=0.00770154 DHdt_no_ice=0.0395479 cm/yr slr_no_ice=0.639701 cm
Tue Mar 21 15:37:31 2023:DEBUG:compute_slr: 1774 T=-0.114426 degC dTdt=0.00642372 dHdt=0.134045 cm/yr slr=3.27279 cm
Tue Mar 21 15:37:31 2023:DEBUG:compute_slr: 1774 T=-0.114426 degC Dtdt=0.00642372 DHdt_no_ice=0.0369052 cm/yr slr_no_ice=0.676606 cm
Tue Mar 21 15:37:31 2023:DEBUG:compute_slr: 1775 T=-0.108477 degC dTdt=0.00545628 dHdt=0.142117 cm/yr slr=3.41491 cm
Tue Mar 21 15:37:31 2023:DEBUG:compute_slr: 1775 T=-0.108477 degC Dtdt=0.00545628 DHdt_no_ice=0.0349625 cm/yr slr_no_ice=0.711568 cm
Tue Mar 21 15:37:31 2023:DEBUG:compute_slr: 1776 T=-0.103514 degC dTdt=0.00467911 dHdt=0.148705 cm/yr slr=3.56361 cm
Tue Mar 21 15:37:31 2023:DEBUG:compute_slr: 1776 T=-0.103514 degC Dtdt=0.00467911 DHdt_no_ice=0.0334167 cm/yr slr_no_ice=0.744985 cm
Tue Mar 21 15:37:31 2023:DEBUG:compute_slr: 1777 T=-0.0991189 degC dTdt=0.00412374 dHdt=0.153887 cm/yr slr=3.7175 cm
Tue Mar 21 15:37:31 2023:DEBUG:compute_slr: 1777 T=-0.0991189 degC Dtdt=0.00412374 DHdt_no_ice=0.0323798 cm/yr slr_no_ice=0.777365 cm
Tue Mar 21 15:37:31 2023:DEBUG:compute_slr: 1778 T=-0.0952663 degC dTdt=0.00364937 dHdt=0.158369 cm/yr slr=3.87587 cm
Tue Mar 21 15:37:31 2023:DEBUG:compute_slr: 1778 T=-0.0952663 degC Dtdt=0.00364937 DHdt_no_ice=0.0315021 cm/yr slr_no_ice=0.808867 cm
